State,Account_Length,Area_Code,Phone_No,International_Plan,Voice_Mail_Plan,No_Vmail_Messages,Total_Day_minutes,Total_Day_Calls,Total_Day_charge,Total_Eve_Minutes,Total_Eve_Calls,Total_Eve_Charge,Total_Night_Minutes,Total_Night_Calls,Total_Night_Charge,Total_Intl_Minutes,Total_Intl_Calls,Total_Intl_Charge,No_CS_Calls,Churn
FL,70,510,3666345, yes, no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,TRUE
LA,93,415,3379345, no, no,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,FALSE
FL,93,415,3286770, no, no,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,FALSE
FL,120,415,3807321, no, no,0,180,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,FALSE
MD,136,415,3751476, no, no,0,250.2,121,42.53,267.1,118,22.7,151,114,6.8,13,2,3.51,1,TRUE
AL,106,415,3561567, no, no,0,223,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,FALSE
WA,81,415,4226685, no, no,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,FALSE
TN,127,408,3361090, no, yes,22,166,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,FALSE
MS,65,415,3432095, no, no,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,FALSE
ME,35,408,3453934, no, no,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,FALSE
OK,88,408,3388050, no, no,0,65.4,97,11.12,168.2,76,14.3,236,113,10.62,13.8,1,3.73,2,FALSE
IN,65,415,3889568, no, no,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,FALSE
MO,123,415,4026591, no, no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,FALSE
IA,126,408,4036419, no, yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,FALSE
VA,104,415,3869790, no, yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,FALSE
KY,45,415,3785692, no, yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,FALSE
MD,93,408,3603324, yes, no,0,312,109,53.04,129.4,100,11,217.6,74,9.79,10.5,2,2.84,0,TRUE
OH,63,415,4103719, yes, yes,36,199,110,33.83,291.3,111,24.76,197.6,92,8.89,11,6,2.97,1,FALSE
OK,100,415,3524221, no, no,0,203.1,96,34.53,217,126,18.45,180.9,122,8.14,13.5,2,3.65,3,FALSE
NV,53,415,3276179, no, no,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,FALSE
ID,92,415,3596196, yes, no,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9,5,2.43,1,FALSE
MN,139,510,3749107, no, no,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,TRUE
SD,110,408,3574078, no, yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9,9,2.43,2,FALSE
IL,110,408,3665780, no, no,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,FALSE
WY,215,510,3939619, no, no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,FALSE
AL,73,415,3559295, no, no,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,FALSE
NJ,138,510,4005751, no, no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,FALSE
NV,137,415,3381027, yes, no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,TRUE
IN,36,415,4058867, no, no,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,FALSE
WV,85,408,3365616, no, no,0,225,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,FALSE
VA,108,408,3351697, no, no,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,TRUE
SC,22,408,3315138, no, no,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,FALSE
RI,107,415,3858240, no, yes,37,60,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3,0,FALSE
IN,51,510,3481359, no, no,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,FALSE
AZ,94,408,3547339, no, no,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,FALSE
NM,119,510,3491687, no, yes,23,154,114,26.18,278,137,23.63,228.4,112,10.28,11.8,4,3.19,2,FALSE
OR,33,415,3802558, no, yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,TRUE
NJ,106,415,3652153, no, no,0,207.9,91,35.34,172,109,14.62,191.8,143,8.63,14.4,7,3.89,4,FALSE
MS,82,408,3456043, no, no,0,207,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,FALSE
MI,86,510,3492808, no, yes,41,119,101,20.23,230,134,19.55,236.9,58,10.66,9.5,3,2.57,0,FALSE
TX,97,415,4111715, yes, no,0,143.7,117,24.43,273,82,23.21,178.3,81,8.02,10.9,3,2.94,0,FALSE
FL,106,408,3852488, no, yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,FALSE
DC,108,510,3777177, no, no,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,FALSE
TX,114,415,3421099, no, no,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,FALSE
KS,92,408,3864170, yes, no,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,TRUE
UT,59,510,4131269, no, no,0,155.2,79,26.38,235.3,123,20,169.4,80,7.62,8.7,4,2.35,1,FALSE
MN,24,510,3964460, no, yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,FALSE
IL,151,408,3342730, no, no,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,FALSE
NM,117,415,3403182, no, no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,FALSE
SC,78,510,3778608, no, no,0,168.3,110,28.61,221.2,73,18.8,241,136,10.85,12.5,1,3.38,1,FALSE
NC,155,408,4173676, no, no,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,FALSE
WV,114,510,4176774, no, yes,30,206.2,79,35.05,260,91,22.1,291.6,83,13.12,11.4,6,3.08,1,FALSE
RI,114,510,4119554, no, yes,28,225.8,94,38.39,193,117,16.41,232.4,100,10.46,8.4,9,2.27,4,FALSE
NH,119,408,4203192, no, no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,FALSE
MO,64,510,3891475, no, yes,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,FALSE
MA,118,408,3437734, yes, no,0,160,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,FALSE
PA,101,415,4103390, no, no,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,FALSE
OK,117,415,3446495, no, no,0,134.7,121,22.9,180,83,15.3,200.9,104,9.04,7.7,3,2.08,1,FALSE
AL,49,415,3316229, no, yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8,13,2.16,3,FALSE
WY,139,415,3377501, no, no,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13,3,3.51,3,FALSE
PA,92,408,3399631, no, yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10,3,2.7,1,FALSE
WA,83,415,3694384, no, no,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,FALSE
HI,148,510,4163915, yes, no,0,218.9,88,37.21,208,85,17.68,203.3,99,9.15,11.1,4,3,0,FALSE
SD,144,408,3393049, no, yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,TRUE
AL,131,415,3617998, no, yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,FALSE
VT,146,510,3554842, yes, no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,FALSE
MT,143,415,3876440, no, no,0,172.3,97,29.29,174,108,14.79,188.2,119,8.47,13,4,3.51,2,FALSE
MN,81,415,3692625, no, no,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,FALSE
AK,48,415,3897073, no, yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,FALSE
MI,86,415,3708463, no, yes,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9,2,2.43,1,FALSE
DE,71,415,3627318, no, no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,FALSE
SD,145,408,4121194, no, yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,FALSE
MI,137,510,3559508, no, no,0,206.4,122,35.09,128,102,10.88,194.5,84,8.75,8.8,5,2.38,2,FALSE
KS,137,408,3528202, no, no,0,205.9,88,35,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,FALSE
AL,167,510,3355882, no, no,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,FALSE
OK,89,510,3526976, no, no,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,TRUE
CT,199,415,3936733, no, yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8,2,2.16,0,FALSE
NE,132,510,3351838, no, no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,FALSE
WI,94,510,3556930, no, no,0,177.1,112,30.11,194,112,16.49,146.7,108,6.6,5.9,4,1.59,1,FALSE
CT,96,415,3875860, no, yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,TRUE
WI,96,510,3432605, no, yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,FALSE
IN,166,510,3506759, no, no,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,FALSE
DC,74,415,3711514, no, no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,FALSE
AR,36,415,3469317, no, no,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,FALSE
ME,113,415,3984313, no, no,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,FALSE
MN,94,415,4124399, no, no,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,FALSE
MD,67,415,3301835, no, no,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,FALSE
FL,127,415,4161676, no, no,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,TRUE
RI,121,408,3297347, no, no,0,170.4,108,28.97,350.5,68,29.79,297,87,13.37,11.2,3,3.02,0,TRUE
IA,158,415,3606868, no, no,0,158,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,FALSE
AZ,136,510,4056641, no, no,0,92,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,FALSE
MO,196,415,3932373, no, no,0,234,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,FALSE
VT,113,415,4191714, no, no,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,TRUE
IN,122,408,3363819, no, no,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,TRUE
RI,112,510,3413464, no, no,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,FALSE
SD,209,415,4135310, no, no,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,FALSE
MN,62,415,3667912, no, no,0,248.7,109,42.28,220,118,18.7,265.7,78,11.96,13.2,2,3.56,1,TRUE
TX,110,415,3998845, no, yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,FALSE
VA,16,510,3682583, no, no,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,FALSE
MA,73,408,3606309, no, no,0,94.1,136,16,280.3,122,23.83,205,77,9.23,9.8,4,2.65,0,FALSE
ID,128,408,3595890, no, no,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,FALSE
MA,39,408,3322462, no, no,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,FALSE
GA,103,415,3819196, no, yes,28,121,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,FALSE
RI,119,415,3293222, no, yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,FALSE
ID,173,510,3635819, no, yes,21,232.4,96,39.51,211.9,118,18.01,273,102,12.29,5,5,1.35,3,FALSE
SD,128,510,4139269, yes, yes,32,223.5,81,38,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,TRUE
MA,86,510,3307483, no, no,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,FALSE
WY,114,415,4037775, no, yes,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,FALSE
VA,104,408,3602479, no, no,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10,3,2.7,0,FALSE
OR,148,415,3943791, no, no,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,FALSE
VA,129,408,3842632, no, no,0,207,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,FALSE
ME,100,510,3598466, no, yes,30,58.8,104,10,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,FALSE
AL,121,408,3318909, no, yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,FALSE
GA,143,408,3595160, no, yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,FALSE
IA,76,510,3309833, no, no,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,FALSE
AZ,158,510,3622314, no, no,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,FALSE
FL,116,510,3388478, no, no,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,FALSE
MT,54,415,3875453, no, no,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,TRUE
AL,86,415,3803437, no, no,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,TRUE
DE,108,510,3658779, no, no,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,FALSE
MT,66,510,4072750, no, no,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,FALSE
KY,151,408,3968265, no, yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,FALSE
SC,99,510,3974304, no, no,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,FALSE
WA,55,415,3332611, no, no,0,194.1,121,33,176.6,110,15.01,302.8,136,13.63,7,7,1.89,2,FALSE
OR,77,510,4098814, no, no,0,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,FALSE
AK,78,408,3365406, no, no,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,FALSE
GA,89,415,3436940, no, no,0,213,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,TRUE
MN,101,415,3619923, no, no,0,183.9,115,31.26,255.9,101,21.75,275,145,12.38,10.8,11,2.92,1,FALSE
IL,44,415,3506639, no, yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,0,FALSE
IN,98,408,3764300, no, yes,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0,0,0,2,FALSE
SC,64,510,3496567, no, yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,FALSE
VA,141,415,3337749, no, no,0,260.2,131,44.23,179.2,120,15.23,135,119,6.08,7.2,8,1.94,3,FALSE
WI,81,415,4086089, no, yes,33,161.6,117,27.47,123,90,10.46,261.3,101,11.76,12.2,5,3.29,1,FALSE
VT,162,510,3752165, no, no,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,FALSE
AZ,83,415,4006999, no, yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,FALSE
FL,100,510,4207823, no, no,0,107,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,TRUE
AK,59,510,3665241, no, no,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,FALSE
AR,179,415,4133412, yes, yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,FALSE
AR,79,408,4062752, no, no,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,FALSE
AK,117,415,3378078, no, no,0,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,2,FALSE
MS,64,408,4021942, yes, no,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,TRUE
ME,31,415,3717917, no, no,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,FALSE
CA,124,408,3436374, yes, no,0,244.6,89,41.58,188.8,80,16.05,206,114,9.27,11.3,4,3.05,1,FALSE
NM,122,408,3858730, no, yes,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,FALSE
NE,37,408,3937892, yes, yes,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,FALSE
SC,90,408,4076748, no, yes,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,FALSE
CO,159,408,3414463, yes, no,0,257.1,53,43.71,312.2,127,26.54,183,82,8.24,8.8,6,2.38,1,TRUE
DE,148,415,3512587, no, no,0,124.4,83,21.15,179.7,81,15.27,253,99,11.39,11.3,6,3.05,0,FALSE
OH,39,415,4219752, no, yes,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12,5,3.24,1,FALSE
MS,77,408,3564001, no, no,0,230,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,FALSE
OK,194,408,3289869, no, no,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,FALSE
CO,154,415,3435709, no, no,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,TRUE
NC,112,415,3341872, no, no,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,FALSE
MD,45,415,3501040, no, no,0,78.2,127,13.29,253.4,108,21.54,255,100,11.48,18,3,4.86,1,FALSE
KS,132,415,3693214, no, no,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,FALSE
MA,128,415,3856778, no, no,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16,2,4.32,0,FALSE
NC,135,415,3837689, no, no,0,201.8,81,34.31,225,114,19.13,204.4,82,9.2,10.3,6,2.78,1,FALSE
NM,56,408,3855722, no, no,0,197,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,FALSE
CA,151,415,3571909, yes, no,0,218,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,TRUE
NY,32,415,3643567, no, no,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4,2,FALSE
AZ,90,415,4224241, no, no,0,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,FALSE
SD,87,415,3702957, no, yes,21,214,113,36.38,180,114,15.3,134.5,82,6.05,10.6,5,2.86,0,FALSE
DC,138,415,3296562, no, no,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,FALSE
ND,79,408,3633515, no, no,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,FALSE
MO,95,415,3747787, yes, no,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,TRUE
KS,127,415,3452931, no, no,0,221,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,FALSE
SD,137,510,3735732, no, no,0,242.1,118,41.16,191,93,16.24,218.6,50,9.84,14.7,2,3.97,3,FALSE
OK,97,415,3487437, no, no,0,151.6,107,25.77,155.4,96,13.21,240,112,10.8,14.7,4,3.97,1,FALSE
OR,149,415,3329460, yes, no,0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,0,FALSE
IN,117,415,3556531, yes, yes,22,196,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1,1,FALSE
OH,84,408,3369390, no, no,0,159.5,125,27.12,247.1,90,21,187.9,82,8.46,7.2,4,1.94,2,FALSE
KS,137,415,3468581, no, no,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,FALSE
CT,99,415,3638824, no, no,0,146.7,64,24.94,274,99,23.29,321.3,98,14.46,8.9,1,2.4,3,FALSE
NH,54,510,3533351, no, no,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,FALSE
WI,85,415,3604320, no, no,0,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,FALSE
MS,150,510,4176252, no, no,0,126,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,FALSE
WV,43,415,3934949, no, no,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3,1,FALSE
MA,35,415,4013156, no, no,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,FALSE
MD,98,415,3386283, no, no,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,FALSE
PA,112,510,3529017, no, no,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,FALSE
WI,16,510,4055305, no, no,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,TRUE
TN,98,415,3769249, no, yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,FALSE
TX,84,408,3397139, no, no,0,138.6,102,23.56,199,93,16.92,204.1,137,9.18,7.8,4,2.11,0,FALSE
OR,94,415,3286011, no, no,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2,2,0.54,1,TRUE
IL,84,510,3781303, no, no,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,FALSE
DC,66,415,4025155, no, no,0,167.3,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,1,TRUE
GA,98,415,3335430, no, yes,31,121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,1,FALSE
ID,74,415,3659696, no, no,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,FALSE
UT,96,408,4104023, no, yes,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,FALSE
KY,119,510,4117649, no, no,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,FALSE
OH,73,415,3384065, no, no,0,183.4,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,4,FALSE
WI,92,415,4219401, yes, no,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,FALSE
IL,21,415,3439658, no, no,0,146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,FALSE
DE,122,510,3325521, no, no,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,TRUE
RI,133,510,3494369, yes, no,0,127.3,108,21.64,251.3,81,21.36,135,88,6.08,10.3,3,2.78,1,FALSE
TX,145,415,3514288, no, no,0,187.9,110,31.94,197,117,16.75,167,108,7.52,4.8,4,1.3,2,FALSE
OR,25,408,4225874, no, no,0,178.8,90,30.4,141.2,72,12,203,99,9.14,8.4,5,2.27,2,FALSE
NV,64,415,3962324, no, no,0,97.2,80,16.52,186.2,90,15.83,189,92,8.5,10.4,6,2.81,2,FALSE
NE,85,415,4165662, no, no,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,FALSE
MS,126,415,3639663, no, no,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7,5,1.89,3,FALSE
OR,76,415,4109477, no, no,0,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,0,FALSE
DE,113,415,3524418, no, no,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,TRUE
DE,224,510,3616563, yes, no,0,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,1,TRUE
AZ,117,408,4174404, no, no,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,FALSE
SD,128,408,3728048, no, yes,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,1,FALSE
NV,115,415,3563646, no, no,0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03,2,FALSE
NM,141,415,3519604, no, yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,FALSE
MN,51,510,3559581, no, no,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,FALSE
NJ,100,415,3965189, no, no,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,FALSE
IN,96,415,3569187, no, yes,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,FALSE
DC,112,415,3945537, no, yes,16,221.6,110,37.67,130.2,123,11.07,200,108,9,11.3,3,3.05,1,FALSE
MA,129,510,4082712, yes, no,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,FALSE
ME,163,415,4044486, no, no,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,FALSE
NH,67,415,3551113, no, yes,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,FALSE
AZ,140,408,4114674, no, no,0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,3,FALSE
OR,49,510,3764519, no, no,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,FALSE
KS,46,510,3655979, no, no,0,250.3,100,42.55,260.6,90,22.15,195,104,8.78,13.3,2,3.59,2,TRUE
